Student_Number,P5_Criteria_1_Accuracy,P5_Criteria_2_Analysis,P5_Criteria_3_Organization,P5_Criteria_4_Clarity,P5_Criteria_5_Professionalism,P5_Total_Score,P5_Grade,P5_Hallucination,P5_Hallucination_Note,P5_Notes,Time_Spent_Assignment_5,Group,AI_Condition,P5_Productivity
544af5e3f23bd87a,5.0,4.0,5.0,4.0,5.0,23.0,B+,,,,125.0,B,No AI,0.184
f3ca044a6fc18861,,,,,,,,,,No Submission,,C,GPT 01,
ad4e0a23d55a9bc2,1.0,2.0,5.0,4.0,4.0,16.0,B-,3,One hallucinations was a citation for a different case name. The other two were fabricated cases.),,50.0,C,GPT 01,0.32
9109b13b11fd7782,3.0,3.0,5.0,4.0,3.0,18.0,B,,,,67.0,A,Vincent,0.26865671641791045
6a370e860ed24357,6.0,5.0,6.0,4.0,6.0,27.0,B+,,,,107.0,C,GPT 01,0.2523364485981308
5c031f15ede898cb,,,,,,,,,,,,C,GPT 01,
8f7e1a35f9425a0e,,,,,,,,,,,,B,No AI,
13b6a1020ad46272,1.0,1.0,2.0,2.0,1.0,7.0,C,,,,28.0,B,No AI,0.25
7c4f2cdf9a7ba025,2.0,1.0,1.0,2.0,1.0,7.0,C,,,,150.0,B,No AI,0.04666666666666667
c55ed9175b0738c2,5.0,5.0,6.0,4.0,6.0,26.0,B+,,,,113.0,B,No AI,0.23008849557522124
33c5096295ad6e13,,,,,,,,,,,,C,GPT 01,
b382a87f990db71a,,,,,,,,,,,,C,GPT 01,
e0586dd6ba414274,4.0,5.0,6.0,4.0,6.0,25.0,B+,,,,150.0,A,Vincent,0.16666666666666666
7e107a9c0ebdc482,6.0,6.0,6.0,6.0,6.0,30.0,A-,,,,70.0,C,GPT 01,0.42857142857142855
2bfdab79d93e7bce,4.0,2.0,2.0,2.0,1.0,11.0,C+,,,Only wrote 211 words,20.0,B,No AI,0.55
f4534ca99db52354,,,,,,,,,,,,B,No AI,
889b30f2a988ff0a,4.0,3.0,2.0,3.0,3.0,15.0,B-,1,Fabricated Case,,53.0,B,No AI,0.2830188679245283
efbfc0f029c0ac5f,5.0,4.0,5.0,4.0,5.0,23.0,B+,,,,110.0,C,GPT 01,0.20909090909090908
1532b47abfa256d4,5.0,3.0,2.0,2.0,2.0,14.0,B-,,,,58.0,B,No AI,0.2413793103448276
824bb66524753233,3.0,3.0,3.0,4.0,2.0,15.0,B-,,,,90.0,C,GPT 01,0.16666666666666666
f89651d646f1ab95,5.0,5.0,5.0,5.0,5.0,25.0,B+,,,,120.0,A,Vincent,0.20833333333333334
02a6298460b477ce,4.0,4.0,3.0,3.0,6.0,20.0,B,,,,134.0,B,No AI,0.14925373134328357
3b79cd5d4dc9545c,5.0,5.0,5.0,4.0,5.0,24.0,B+,,,,75.0,C,GPT 01,0.32
d43b490ad3b330c7,,,,,,,,,,,,B,No AI,
81703482b559611e,2.0,4.0,5.0,4.0,5.0,20.0,B,,,,80.0,B,No AI,0.25
8b3794f02b5e4db5,6.0,5.0,6.0,4.0,6.0,27.0,B+,,,,37.0,C,GPT 01,0.7297297297297297
79d436c6314eda33,1.0,1.0,2.0,2.0,1.0,7.0,C,,,,120.0,A,Vincent,0.058333333333333334
9be12b158467797d,3.0,3.0,4.0,4.0,2.0,16.0,B-,,,,45.0,C,GPT 01,0.35555555555555557
820ef4cb24626154,5.0,4.0,4.0,3.0,4.0,20.0,B,,,,95.0,B,No AI,0.21052631578947367
b342e13cf1dcabea,5.0,5.0,5.0,5.0,5.0,25.0,B+,,,,85.0,C,GPT 01,0.29411764705882354
bfd51df7115d0bee,4.0,4.0,2.0,3.0,2.0,15.0,B-,,,,65.0,B,No AI,0.23076923076923078
8fd8eb1d02d74b73,3.0,3.0,5.0,4.0,4.0,19.0,B,,,,35.0,A,Vincent,0.5428571428571428
60f4a10cf0e76952,5.0,5.0,6.0,5.0,5.0,26.0,B+,,,,76.0,A,Vincent,0.34210526315789475
f7b9fdfc04c988ab,5.0,4.0,5.0,4.0,5.0,23.0,B+,,,,70.0,A,Vincent,0.32857142857142857
446f96dc3003002c,4.0,4.0,6.0,4.0,3.0,21.0,B,,,,90.0,A,Vincent,0.23333333333333334
d2aff30970fe0d4c,3.0,3.0,5.0,4.0,4.0,19.0,B,2,Fabricated cases,,68.0,C,GPT 01,0.27941176470588236
7f1b0f735e644984,4.0,5.0,4.0,4.0,5.0,22.0,B,,,,118.0,B,No AI,0.1864406779661017
742df284c8614f30,5.0,4.0,5.0,5.0,5.0,24.0,B+,,,,57.0,C,GPT 01,0.42105263157894735
8cdf78ab6a3a812f,,,,,,,,,,,,B,No AI,
9ee9f3b5b5934e01,3.0,2.0,2.0,3.0,1.0,11.0,C+,,,,120.0,B,No AI,0.09166666666666666
af90ee0cf16ffd33,4.0,5.0,5.0,5.0,6.0,25.0,B+,,,,83.0,C,GPT 01,0.30120481927710846
2c2689aba2638d95,,,,,,,,,,,,A,Vincent,
ce5032424903d61d,4.0,4.0,3.0,4.0,2.0,17.0,B-,,,,55.0,B,No AI,0.3090909090909091
1d27419a27bc132a,3.0,3.0,2.0,4.0,2.0,14.0,B-,,,,150.0,B,No AI,0.09333333333333334
68c3cbbda9ab9909,3.0,3.0,2.0,2.0,2.0,12.0,C+,,,,150.0,B,No AI,0.08
475d59d3b81d4bac,5.0,3.0,2.0,4.0,2.0,16.0,B-,,,,120.0,A,Vincent,0.13333333333333333
ef03ab8ccbaa668b,,,,,,,,,,,,C,GPT 01,
dd5b4506ccb8edff,4.0,4.0,3.0,3.0,3.0,17.0,B-,,,,150.0,B,No AI,0.11333333333333333
2cd520fd07667404,5.0,5.0,5.0,5.0,5.0,25.0,B+,,,,120.0,B,No AI,0.20833333333333334
e5515ac0c0f126c6,4.0,4.0,3.0,3.0,3.0,17.0,B-,,,,90.0,A,Vincent,0.18888888888888888
7eb33ecb29043786,6.0,4.0,4.0,5.0,4.0,23.0,B,,,,67.0,B,No AI,0.34328358208955223
7d228f6d656337bb,5.0,3.0,3.0,4.0,3.0,18.0,B,,,,24.0,B,No AI,0.75
cdb181d570ee13d8,5.0,5.0,5.0,5.0,5.0,25.0,B+,,,,129.0,A,Vincent,0.1937984496124031
1a20cabcd1a8d41b,,,,,,,,,,,,C,GPT 01,
e58dc153e9c0e8e4,5.0,5.0,5.0,5.0,5.0,25.0,B+,,,,92.0,C,GPT 01,0.2717391304347826
f719e16be770c0b8,1.0,2.0,2.0,2.0,1.0,8.0,C+,,,,60.0,A,Vincent,0.13333333333333333
43f61b7cd08cc6c4,6.0,6.0,6.0,5.0,5.0,28.0,A-,,,,75.0,C,GPT 01,0.37333333333333335
078cae7e345937f3,5.0,4.0,3.0,4.0,2.0,18.0,B,,,,120.0,A,Vincent,0.15
8a1109561512c218,4.0,5.0,6.0,4.0,6.0,25.0,B+,1,fabricated case,,140.0,C,GPT 01,0.17857142857142858
f418aa093c4203e9,4.0,4.0,3.0,4.0,4.0,19.0,B,,,,101.0,A,Vincent,0.18811881188118812
2657ee4bf9f4af9e,5.0,5.0,5.0,4.0,5.0,24.0,B+,,,,118.0,B,No AI,0.2033898305084746
aa1baebc4a1d7593,5.0,4.0,5.0,5.0,6.0,25.0,B+,,,,60.0,C,GPT 01,0.4166666666666667
191cebe1180b87c5,2.0,2.0,3.0,3.0,3.0,13.0,B-,,,,150.0,B,No AI,0.08666666666666667
57704d5ad8b677c6,,,,,,,,,,,,A,Vincent,
66f7ab8e6000f22a,5.0,5.0,4.0,5.0,6.0,25.0,B+,,,,124.0,A,Vincent,0.20161290322580644
61cf76867144f7f2,5.0,5.0,6.0,5.0,6.0,27.0,B+,,,,42.0,C,GPT 01,0.6428571428571429
8a8a16cd60695e63,3.0,5.0,5.0,3.0,5.0,21.0,B,2,One hallucination was the right citation but the wrong case name. The other was a fabricated case.,,135.0,C,GPT 01,0.15555555555555556
8917388e20196b3b,3.0,4.0,5.0,4.0,5.0,21.0,B,1,Fabricated case.,,50.0,A,Vincent,0.42
4a4289064cdbdc09,,,,,,,,,,,,A,Vincent,
8b9bdb0a143ba05b,4.0,4.0,4.0,4.0,5.0,21.0,B,,,,60.0,C,GPT 01,0.35
2cf399b1e4b8218b,,,,,,,,,,,,A,Vincent,
97fba5cb44daf59a,5.0,4.0,4.0,3.0,5.0,21.0,B,,,,68.0,A,Vincent,0.3088235294117647
8873cf8f31074e16,5.0,5.0,5.0,4.0,4.0,23.0,B+,,,,90.0,A,Vincent,0.25555555555555554
724b54dabebd5f65,,,,,,,,,,,,A,Vincent,
4b83c41e5327c306,,,,,,,,,,,,B,No AI,
430c3b797887e240,3.0,4.0,4.0,4.0,4.0,19.0,B,,,,70.0,A,Vincent,0.2714285714285714
33801e2d42ffddfc,2.0,2.0,4.0,4.0,3.0,15.0,B-,1,"Citation was simply to the docket, not a decision in the case.",,75.0,A,Vincent,0.2
7dd7e803832f1b53,4.0,4.0,4.0,3.0,4.0,19.0,B,,,,126.0,B,No AI,0.15079365079365079
8e8ec402ff41e278,4.0,4.0,6.0,5.0,6.0,25.0,B+,1,Hallucinated citation is to a case with a different name and court (California).,,55.0,A,Vincent,0.45454545454545453
29041031c3d5738c,3.0,3.0,3.0,4.0,4.0,17.0,B-,,,,150.0,C,GPT 01,0.11333333333333333
1f60b1ad89313d0d,4.0,5.0,6.0,4.0,6.0,25.0,B+,1,Correct case but wrong year.,,100.0,B,No AI,0.25
421124a6a4ec2792,3.0,2.0,2.0,2.0,2.0,11.0,C+,,,,75.0,B,No AI,0.14666666666666667
26f3d54698dd2636,1.0,1.0,1.0,3.0,1.0,7.0,C,,,,150.0,B,No AI,0.04666666666666667
f3e93859c85d9caf,0.0,0.0,0.0,2.0,0.0,2.0,D,,,,34.0,A,Vincent,0.058823529411764705
7fb6a95e77f2886e,2.0,4.0,6.0,4.0,3.0,19.0,B,,,,80.0,A,Vincent,0.2375
069503ef9c782673,5.0,5.0,4.0,4.0,4.0,22.0,B,,,,140.0,B,No AI,0.15714285714285714
4145e4dd01e45431,6.0,4.0,5.0,4.0,5.0,24.0,B+,,,,141.0,A,Vincent,0.1702127659574468
a6a04fd22939f38a,2.0,1.0,2.0,2.0,1.0,8.0,C+, ,,,60.0,B,No AI,0.13333333333333333
237698639e9c4d30,1.0,1.0,0.0,1.0,0.0,3.0,C,,,,65.0,A,Vincent,0.046153846153846156
2da3540d563c6034,2.0,2.0,3.0,3.0,2.0,12.0,C+,,,,28.0,A,Vincent,0.42857142857142855
70204533c2ea64a7,,,,,,,,,,,,C,GPT 01,
f9afd8e31ee8a875,3.0,2.0,3.0,4.0,2.0,14.0,B-,,,,41.0,A,Vincent,0.34146341463414637
e08dd06e4e008462,2.0,2.0,3.0,2.0,2.0,11.0,B-,1,Fabricated case,,55.0,C,GPT 01,0.2
5e4dc1276a5cbfd1,3.0,4.0,5.0,3.0,4.0,19.0,B-,,,,28.0,C,GPT 01,0.6785714285714286
de22252a67fcc399,3.0,3.0,3.0,4.0,5.0,18.0,B,,,,75.0,C,GPT 01,0.24
c93c749489f4cc74,5.0,5.0,4.0,5.0,6.0,25.0,B+,,,,125.0,A,Vincent,0.2
63f3737ed386432b,6.0,6.0,6.0,5.0,5.0,28.0,A-,,,,120.0,B,No AI,0.23333333333333334
fd8b9815d1fcaf22,,,,,,,,,,,,C,GPT 01,
22357cb4b713c556,5.0,5.0,6.0,4.0,5.0,25.0,B+,,,,15.0,A,Vincent,1.6666666666666667
632e8584adc40b35,4.0,5.0,6.0,3.0,5.0,23.0,B+,,,,85.0,C,GPT 01,0.27058823529411763
b066caa360c869a0,4.0,3.0,4.0,3.0,3.0,17.0,B-,,,,110.0,A,Vincent,0.15454545454545454
eb817297c2e6d83a,4.0,4.0,5.0,4.0,5.0,22.0,B,,,,83.0,C,GPT 01,0.26506024096385544
17a215d736ecc60d,5.0,5.0,4.0,4.0,5.0,23.0,B+,,,,92.0,B,No AI,0.25
154726f1d96f65a1,,,,,,,,,,,,C,GPT 01,
69d5d27764fbbaac,5.0,4.0,5.0,4.0,5.0,23.0,B+,,,,42.0,B,No AI,0.5476190476190477
3088c17c41bb79cf,6.0,4.0,5.0,4.0,5.0,24.0,B+,,,,42.0,A,Vincent,0.5714285714285714
4f612a8708358179,,,,,,,,,,,,A,Vincent,
8c09cd568a2f07d6,2.0,3.0,4.0,4.0,4.0,17.0,B-,3,Two of the citations were to the wrong case. One was a fabricated case.,,73.0,B,No AI,0.2328767123287671
8944194b2121b319,5.0,4.0,5.0,4.0,5.0,23.0,B+,,,,125.0,B,No AI,0.184
75bfae39ea7d8d5b,4.0,4.0,5.0,4.0,5.0,22.0,B,,,,54.0,B,No AI,0.4074074074074074
17ca821110ac1fa2,5.0,5.0,6.0,4.0,6.0,26.0,B+,,,,87.0,C,GPT 01,0.2988505747126437
99036510fd96b8f9,,,,,,,,,,,,B,No AI,
422317341c3e815e,2.0,2.0,2.0,3.0,2.0,11.0,C+,,,,150.0,B,No AI,0.07333333333333333
e74d00befb08510a,2.0,2.0,3.0,4.0,3.0,14.0,B-,,,,150.0,B,No AI,0.09333333333333334
d64f01781e54567f,4.0,4.0,4.0,3.0,4.0,19.0,B,,,,145.0,B,No AI,0.1310344827586207
1ab6eb774f9416f2,,,,,,,,,,,,A,Vincent,
0fa325208d547822,5.0,5.0,5.0,4.0,5.0,24.0,B+,,,,30.0,B,No AI,0.8
d1082f98da60718d,2.0,2.0,2.0,4.0,2.0,12.0,B-,,,,35.0,B,No AI,0.34285714285714286
f91d96f422d5707e,4.0,4.0,3.0,4.0,2.0,17.0,B-,,,,65.0,A,Vincent,0.26153846153846155
05c223da1342eb22,5.0,4.0,4.0,4.0,5.0,22.0,B,,,,100.0,B,No AI,0.22
15947270bb099c07,6.0,4.0,5.0,3.0,4.0,22.0,B,,,,32.0,A,Vincent,0.6875
eb0657499c70202f,3.0,4.0,5.0,4.0,4.0,20.0,B,,,,76.0,A,Vincent,0.2631578947368421
0534f6d47f4a21f6,5.0,4.0,5.0,,6.0,20.0,B,,,,123.0,C,GPT 01,0.16260162601626016
11d471df43205dfb,4.0,6.0,6.0,5.0,6.0,27.0,B,,,,72.0,C,GPT 01,0.375
e0a9f0ffff131843,4.0,4.0,5.0,4.0,4.0,21.0,B,,,,64.0,C,GPT 01,0.328125
b0eea11d8aa104e7,3.0,3.0,5.0,5.0,5.0,21.0,B,,,,124.0,C,GPT 01,0.1693548387096774
22eaed27a6a72a3c,,,,,,,,,,Student Submitted Wrong Assignment,145.0,C,GPT 01,
d8bb952342c588bb,4.0,3.0,3.0,3.0,2.0,15.0,B,,,,60.0,B,No AI,0.25
bf1a26353df9965e,4.0,3.0,4.0,3.0,3.0,17.0,B-,,,,69.0,B,No AI,0.2463768115942029
09c545b24ffb476e,2.0,3.0,4.0,4.0,3.0,16.0,B-,,,,87.0,A,Vincent,0.1839080459770115
a40efe211e46e49a,4.0,5.0,6.0,5.0,6.0,26.0,B+,,,,43.0,A,Vincent,0.6046511627906976
7384d11c263ac7d9,6.0,5.0,6.0,5.0,6.0,28.0,A-,,,,68.0,A,Vincent,0.4117647058823529
9e2e00fa7c285ff5,3.0,4.0,5.0,3.0,5.0,20.0,B,1,Fabricated case,,10.0,C,GPT 01,2.0
eab55a7284651fe8,4.0,4.0,5.0,5.0,4.0,22.0,B,,,,15.0,C,GPT 01,1.4666666666666666
fc7f934bbaf5bcc5,3.0,3.0,5.0,4.0,4.0,19.0,B,,,,45.0,C,GPT 01,0.4222222222222222
eb6be2f6ae0e29b1,5.0,5.0,5.0,5.0,5.0,25.0,B+,,,,40.0,C,GPT 01,0.625
98bd1346a5fce77b,4.0,4.0,4.0,4.0,4.0,20.0,B,,,,87.0,B,No AI,0.22988505747126436
a067276138a65c6a,,,,,,,,,,,,C,GPT 01,
