Student_Number,P2_Criteria_1_Accuracy,P2_Criteria_2_Analysis,P2_Criteria_3_Organization,P2_Criteria_4_Clarity,P2_Criteria_5_Professionalism,P2_Total_Score,P2_Grade,P2_Hallucination,P2_Hallucination_Note,P2_Notes,Time_Spent_Assignment_2,Group,AI_Condition,P2_Productivity
8b3794f02b5e4db5,2.0,4.0,6.0,4.0,6.0,22.0,B,,,,214.0,C,GPT 01,0.102803738317757
79d436c6314eda33,1.0,1.0,1.0,2.0,2.0,7.0,C,,,,150.0,A,Vincent,0.04666666666666667
9be12b158467797d,4.0,5.0,6.0,6.0,6.0,27.0,B+,,,,120.0,C,GPT 01,0.225
820ef4cb24626154,2.0,4.0,5.0,5.0,5.0,21.0,B,,,,160.0,B,No AI,0.13125
b342e13cf1dcabea,2.0,3.0,6.0,4.0,6.0,21.0,B,,,,207.0,C,GPT 01,0.10144927536231885
bfd51df7115d0bee,5.0,5.0,6.0,4.0,5.0,25.0,B+,,,,155.0,B,No AI,0.16129032258064516
8fd8eb1d02d74b73,,,,,,,,,,Uploaded wrong document?,135.0,A,Vincent,
60f4a10cf0e76952,2.0,2.0,3.0,3.0,3.0,13.0,B-,,,,113.0,A,Vincent,0.11504424778761062
f7b9fdfc04c988ab,6.0,6.0,6.0,6.0,6.0,30.0,A-,,,,135.0,A,Vincent,0.2222222222222222
446f96dc3003002c,4.0,4.0,4.0,5.0,6.0,23.0,B+,,,,187.0,A,Vincent,0.12299465240641712
d2aff30970fe0d4c,1.0,2.0,3.0,3.0,4.0,13.0,B-,,,,200.0,C,GPT 01,0.065
7f1b0f735e644984,4.0,4.0,6.0,4.0,6.0,24.0,B+,,,,238.0,B,No AI,0.10084033613445378
742df284c8614f30,4.0,4.0,6.0,4.0,6.0,24.0,B+,,,,190.0,C,GPT 01,0.12631578947368421
8cdf78ab6a3a812f,,,,,,,,,,,,B,No AI,
9ee9f3b5b5934e01,2.0,2.0,2.0,3.0,1.0,10.0,C+,,,Said had spent most of time on jurisdictional questions. So didn't have time to finish.,240.0,B,No AI,0.041666666666666664
af90ee0cf16ffd33,4.0,4.0,5.0,4.0,6.0,23.0,B+,,,,139.0,C,GPT 01,0.16546762589928057
2c2689aba2638d95,,,,,,,,,,,,A,Vincent,
ce5032424903d61d,3.0,3.0,3.0,2.0,2.0,13.0,B-,,,,200.0,B,No AI,0.065
1d27419a27bc132a,4.0,4.0,3.0,4.0,3.0,18.0,B,,,,215.0,B,No AI,0.08372093023255814
68c3cbbda9ab9909,3.0,4.0,5.0,4.0,4.0,20.0,B,,,,240.0,B,No AI,0.08333333333333333
475d59d3b81d4bac,3.0,4.0,4.0,4.0,4.0,19.0,B,,,,225.0,A,Vincent,0.08444444444444445
ef03ab8ccbaa668b,,,,,,,,,,,,C,GPT 01,
dd5b4506ccb8edff,3.0,4.0,6.0,3.0,5.0,21.0,B,,,,150.0,B,No AI,0.14
2cd520fd07667404,2.0,3.0,6.0,4.0,4.0,19.0,B,,,,120.0,B,No AI,0.15833333333333333
e5515ac0c0f126c6,2.0,2.0,5.0,3.0,4.0,16.0,B-,,,,98.0,A,Vincent,0.16326530612244897
7eb33ecb29043786,4.0,4.0,4.0,4.0,4.0,20.0,B,,,,155.0,B,No AI,0.12903225806451613
7d228f6d656337bb,5.0,3.0,6.0,2.0,5.0,21.0,B,,,,106.0,B,No AI,0.19811320754716982
cdb181d570ee13d8,3.0,5.0,6.0,5.0,5.0,24.0,B+,,,,170.0,A,Vincent,0.1411764705882353
1a20cabcd1a8d41b,,,,,,,,,,,,C,GPT 01,
e58dc153e9c0e8e4,5.0,5.0,6.0,5.0,6.0,27.0,A-,,,,195.0,C,GPT 01,0.13846153846153847
f719e16be770c0b8,1.0,2.0,2.0,4.0,2.0,11.0,C+,,,,180.0,A,Vincent,0.06111111111111111
43f61b7cd08cc6c4,4.0,5.0,6.0,6.0,6.0,27.0,B+,,,,189.0,C,GPT 01,0.14285714285714285
078cae7e345937f3,3.0,3.0,2.0,3.0,2.0,13.0,B-,,,,240.0,A,Vincent,0.05416666666666667
8a1109561512c218,2.0,2.0,4.0,4.0,2.0,14.0,B-,,,,167.0,C,GPT 01,0.08383233532934131
f418aa093c4203e9,3.0,2.0,0.0,4.0,2.0,11.0,C+,,,,194.0,A,Vincent,0.05670103092783505
2657ee4bf9f4af9e,2.0,2.0,6.0,3.0,5.0,18.0,B,,,,210.0,B,No AI,0.08571428571428572
aa1baebc4a1d7593,5.0,5.0,6.0,6.0,6.0,28.0,A-,,,,180.0,C,GPT 01,0.15555555555555556
191cebe1180b87c5,2.0,2.0,2.0,1.0,1.0,8.0,C+,,,,240.0,B,No AI,0.03333333333333333
57704d5ad8b677c6,,,,,,,,,,,,A,Vincent,
66f7ab8e6000f22a,3.0,4.0,6.0,5.0,6.0,24.0,B+,,,,238.0,A,Vincent,0.10084033613445378
61cf76867144f7f2,3.0,3.0,6.0,5.0,6.0,23.0,B+,,,,174.0,C,GPT 01,0.13218390804597702
8a8a16cd60695e63,2.0,3.0,5.0,5.0,4.0,19.0,B,,,,175.0,C,GPT 01,0.10857142857142857
8917388e20196b3b,4.0,4.0,5.0,5.0,5.0,23.0,B+,,,,45.0,A,Vincent,0.5111111111111111
4a4289064cdbdc09,,,,,,,,,,,,A,Vincent,
8b9bdb0a143ba05b,2.0,2.0,5.0,3.0,4.0,16.0,B-,1.0,Alaska Case cited as Mass case.,,142.0,C,GPT 01,0.11267605633802817
2cf399b1e4b8218b,,,,,,,,,,,,A,Vincent,
97fba5cb44daf59a,4.0,4.0,3.0,4.0,5.0,20.0,B,,,,125.0,A,Vincent,0.16
8873cf8f31074e16,3.0,3.0,5.0,5.0,5.0,21.0,B,,,,106.0,A,Vincent,0.19811320754716982
724b54dabebd5f65,,,,,,,,,,,,A,Vincent,
4b83c41e5327c306,,,,,,,,,,,,B,No AI,
430c3b797887e240,2.0,3.0,5.0,5.0,5.0,20.0,,2.0,One hallucination was the citation to a different case. The other was a fabricated case. ,,120.0,A,Vincent,0.16666666666666666
33801e2d42ffddfc,4.0,4.0,5.0,5.0,5.0,23.0,B+,,,,225.0,A,Vincent,0.10222222222222223
7dd7e803832f1b53,3.0,3.0,4.0,3.0,3.0,16.0,B-,,,,184.0,B,No AI,0.08695652173913043
8e8ec402ff41e278,6.0,6.0,6.0,5.0,6.0,29.0,A-,,,,160.0,A,Vincent,0.18125
29041031c3d5738c,3.0,4.0,4.0,5.0,5.0,21.0,B,,,,122.0,C,GPT 01,0.1721311475409836
1f60b1ad89313d0d,6.0,5.0,6.0,5.0,5.0,27.0,B+,,,,170.0,B,No AI,0.1588235294117647
421124a6a4ec2792,1.0,1.0,2.0,2.0,1.0,7.0,,,,Student said stopped after 4 hours. Only produced 506 words.,240.0,B,No AI,0.029166666666666667
26f3d54698dd2636,3.0,3.0,5.0,4.0,5.0,20.0,B+,,,,240.0,B,No AI,0.08333333333333333
f3e93859c85d9caf,3.0,2.0,3.0,4.0,2.0,14.0,B-,,,,55.0,A,Vincent,0.2545454545454545
7fb6a95e77f2886e,4.0,4.0,3.0,4.0,3.0,18.0,B,,,,110.0,A,Vincent,0.16363636363636364
069503ef9c782673,3.0,4.0,6.0,5.0,4.0,22.0,B,,,,220.0,B,No AI,0.1
4145e4dd01e45431,5.0,4.0,6.0,5.0,6.0,26.0,B+,,,,143.0,A,Vincent,0.18181818181818182
a6a04fd22939f38a,2.0,3.0,2.0,2.0,2.0,11.0,C+,,,,150.0,B,No AI,0.07333333333333333
237698639e9c4d30,4.0,2.0,1.0,3.0,1.0,11.0,C+,,,,165.0,A,Vincent,0.06666666666666667
2da3540d563c6034,2.0,4.0,5.0,4.0,4.0,19.0,B,,,,60.0,A,Vincent,0.31666666666666665
70204533c2ea64a7,,,,,,,,,,,,C,GPT 01,
f9afd8e31ee8a875,4.0,4.0,5.0,5.0,5.0,23.0,B+,,,,120.0,A,Vincent,0.19166666666666668
e08dd06e4e008462,2.0,4.0,4.0,4.0,5.0,19.0,B,,,,60.0,C,GPT 01,0.31666666666666665
5e4dc1276a5cbfd1,2.0,4.0,6.0,4.0,5.0,21.0,B,1.0,Citation is to a different case.,,59.0,C,GPT 01,0.3559322033898305
de22252a67fcc399,2.0,3.0,5.0,4.0,5.0,19.0,B,,,,179.0,C,GPT 01,0.10614525139664804
c93c749489f4cc74,6.0,6.0,6.0,6.0,6.0,30.0,A-,,,,186.0,A,Vincent,0.16129032258064516
63f3737ed386432b,4.0,5.0,4.0,4.0,5.0,22.0,B,,,,200.0,B,No AI,0.11
fd8b9815d1fcaf22,,,,,,,,,,,,C,GPT 01,
22357cb4b713c556,3.0,3.0,5.0,4.0,4.0,19.0,B,1.0,"Cited book (""Barry Zaima, Insurance Law Deskbook"") I couldn't find. ",,45.0,A,Vincent,0.4222222222222222
632e8584adc40b35,3.0,4.0,4.0,4.0,3.0,18.0,B,,,"Student included this message: ""Couple of notes: 1) I mentioned this in assignment three, but I accidentally switched up the time reports for assignments two and three. Assignment three has the time it took me to complete this task. I got really confused about the prompt in this task, and spent almost 2 hours researching and writing on the wrong issue. I had to start over, and was not able to finish in under 4 hours. If I can help clarify this or the time issue, please let me know!""",92.0,C,GPT 01,0.1956521739130435
b066caa360c869a0,2.0,3.0,4.0,4.0,4.0,17.0,B-,,,,240.0,A,Vincent,0.07083333333333333
eb817297c2e6d83a,3.0,4.0,5.0,5.0,4.0,21.0,B,,,,144.0,C,GPT 01,0.14583333333333334
17a215d736ecc60d,4.0,4.0,5.0,5.0,5.0,23.0,B+,,,,158.0,B,No AI,0.14556962025316456
154726f1d96f65a1,,,,,,,,,,,,C,GPT 01,
69d5d27764fbbaac,5.0,4.0,4.0,4.0,4.0,21.0,B,,,,202.0,B,No AI,0.10396039603960396
3088c17c41bb79cf,4.0,4.0,4.0,5.0,5.0,22.0,B,,,,169.0,A,Vincent,0.1301775147928994
4f612a8708358179,,,,,,,,,,,,A,Vincent,
8c09cd568a2f07d6,1.0,1.0,1.0,1.0,1.0,5.0,C,,,,95.0,B,No AI,0.05263157894736842
8944194b2121b319,2.0,1.0,2.0,2.0,1.0,8.0,C+,,,,165.0,B,No AI,0.048484848484848485
75bfae39ea7d8d5b,3.0,3.0,5.0,4.0,5.0,20.0,B,,,,146.0,B,No AI,0.136986301369863
17ca821110ac1fa2,3.0,4.0,6.0,5.0,6.0,24.0,B+,,,,240.0,C,GPT 01,0.1
99036510fd96b8f9,,,,,,,,,,,,B,No AI,
422317341c3e815e,4.0,4.0,6.0,0.0,4.0,18.0,B,,,,240.0,B,No AI,0.075
e74d00befb08510a,3.0,3.0,4.0,3.0,4.0,17.0,B-,,,,240.0,B,No AI,0.07083333333333333
d64f01781e54567f,3.0,4.0,4.0,4.0,5.0,20.0,B,,,,240.0,B,No AI,0.08333333333333333
1ab6eb774f9416f2,,,,,,,,,,,,A,Vincent,
0fa325208d547822,2.0,3.0,4.0,4.0,5.0,18.0,B,,,,90.0,B,No AI,0.2
d1082f98da60718d,2.0,2.0,4.0,4.0,3.0,15.0,B-,,,,210.0,B,No AI,0.07142857142857142
f91d96f422d5707e,3.0,3.0,4.0,4.0,4.0,18.0,B,,,,165.0,A,Vincent,0.10909090909090909
05c223da1342eb22,3.0,3.0,4.0,3.0,4.0,17.0,B-,,,,220.0,B,No AI,0.07727272727272727
15947270bb099c07,4.0,3.0,4.0,4.0,4.0,19.0,B,,,,150.0,A,Vincent,0.12666666666666668
eb0657499c70202f,4.0,5.0,5.0,5.0,5.0,24.0,B+,,,,156.0,A,Vincent,0.15384615384615385
0534f6d47f4a21f6,5.0,4.0,4.0,4.0,5.0,22.0,B,,,,201.0,C,GPT 01,0.10945273631840796
11d471df43205dfb,3.0,3.0,5.0,4.0,3.0,18.0,B,,,Included their name,205.0,C,GPT 01,0.08780487804878048
e0a9f0ffff131843,5.0,5.0,6.0,5.0,6.0,27.0,B+,,,,73.0,C,GPT 01,0.3698630136986301
b0eea11d8aa104e7,2.0,2.0,2.0,2.0,4.0,12.0,C+,1.0,Citation is the wrong case.),"Student consistently refers to one of the parties as ""AIG Insurance""",240.0,C,GPT 01,0.05
22eaed27a6a72a3c,2.0,2.0,3.0,3.0,2.0,12.0,C+,,,"Student submitted three different answers: Group A, Group B, Group 3",210.0,C,GPT 01,0.05714285714285714
d8bb952342c588bb,0.0,0.0,0.0,0.0,0.0,0.0,D,,,"Student included the following note: ""most the time were spent on researching. Research was still not finished. There seems to
be no brightline rule to establish that the losing party needs to pay for attorney’s fee.""
",240.0,B,No AI,0.0
bf1a26353df9965e,5.0,3.0,2.0,2.0,3.0,15.0,B-,,,,183.0,B,No AI,0.08196721311475409
09c545b24ffb476e,3.0,3.0,3.0,4.0,3.0,16.0,B-,,,,180.0,A,Vincent,0.08888888888888889
a40efe211e46e49a,2.0,3.0,3.0,3.0,4.0,15.0,B-,,,,109.0,A,Vincent,0.13761467889908258
7384d11c263ac7d9,2.0,3.0,5.0,4.0,5.0,19.0,B,,,,186.0,A,Vincent,0.10215053763440861
9e2e00fa7c285ff5,2.0,2.0,2.0,2.0,4.0,12.0,C+,1.0,Fabricated case,,25.0,C,GPT 01,0.48
eab55a7284651fe8,2.0,3.0,4.0,4.0,4.0,17.0,B-,2.0,One hallucation was citation to a different case. The other was a fabricated case.,,25.0,C,GPT 01,0.68
fc7f934bbaf5bcc5,3.0,4.0,6.0,4.0,5.0,22.0,B,,,,123.0,C,GPT 01,0.17886178861788618
eb6be2f6ae0e29b1,2.0,3.0,4.0,4.0,4.0,17.0,B-,,,,45.0,C,GPT 01,0.37777777777777777
98bd1346a5fce77b,3.0,4.0,5.0,5.0,5.0,22.0,B,,,,165.0,B,No AI,0.13333333333333333
a067276138a65c6a,,,,,,,,,,,,C,GPT 01,
